1,ХљРђ27ФNНСР®Т≤НЄБ@ПђТnИжПWМvБ@БiСНЦ±П»УЭМvЛ«Бj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Сж3Х\Б@ФNЧоБi5НќКKЛЙБjБCТjПЧХ РlМыБCСНФNЧоЛyВ—ХљЛѕФNЧо(КOНСРlБ\УЅМfБjБ|ТђТЪБEОЪУЩ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,1) УъЦ{РlБEКOНСРlВћХ БuХsПЏБvВрК№ВёБB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,2) Ц≥НСР–ЛyВ—НСЦЉБuХsПЏБvВрК№ВёБB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,СНРФБiТjПЧХ Бj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Тj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ПЧ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ОsЛжТђСЇГRБ[Гh,ТђТЪОЪГRБ[Гh,ТnИжОѓХ Ф‘НЖ,ФйУљПИЧЭ,ФйУљРжПоХс,НЗОZТnИж,УsУєХ{МІЦЉ,ОsЛжТђСЇЦЉ,СеОЪБEТђЦЉ,ОЪБEТЪЦЏЦЉ,СНРФБiФNЧоБj 1),0Б`4Нќ,5Б`9Нќ,10Б`14Нќ,15Б`19Нќ,20Б`24Нќ,25Б`29Нќ,30Б`34Нќ,35Б`39Нќ,40Б`44Нќ,45Б`49Нќ,50Б`54Нќ,55Б`59Нќ,60Б`64Нќ,65Б`69Нќ,70Б`74Нќ,75Б`79Нќ,80Б`84Нќ,85Б`89Нќ,90Б`94Нќ,95Б`99Нќ,100НќИ»Пг,ФNЧоБuХsПЏБv,СНФNЧо,ХљЛѕФNЧо,БiНƒМfБj15НќЦҐЦЮ,БiНƒМfБj15Б`64Нќ,БiНƒМfБj65НќИ»Пг,БiНƒМfБj75НќИ»Пг,БiНƒМfБj85НќИ»Пг,БiНƒМfБjКOНСРl 2),СНРФБiФNЧоБj 1),0Б`4Нќ,5Б`9Нќ,10Б`14Нќ,15Б`19Нќ,20Б`24Нќ,25Б`29Нќ,30Б`34Нќ,35Б`39Нќ,40Б`44Нќ,45Б`49Нќ,50Б`54Нќ,55Б`59Нќ,60Б`64Нќ,65Б`69Нќ,70Б`74Нќ,75Б`79Нќ,80Б`84Нќ,85Б`89Нќ,90Б`94Нќ,95Б`99Нќ,100НќИ»Пг,ФNЧоБuХsПЏБv,СНФNЧо,ХљЛѕФNЧо,БiНƒМfБj15НќЦҐЦЮ,БiНƒМfБj15Б`64Нќ,БiНƒМfБj65НќИ»Пг,БiНƒМfБj75НќИ»Пг,БiНƒМfБj85НќИ»Пг,БiНƒМfБjКOНСРl 2),СНРФБiФNЧоБj 1),0Б`4Нќ,5Б`9Нќ,10Б`14Нќ,15Б`19Нќ,20Б`24Нќ,25Б`29Нќ,30Б`34Нќ,35Б`39Нќ,40Б`44Нќ,45Б`49Нќ,50Б`54Нќ,55Б`59Нќ,60Б`64Нќ,65Б`69Нќ,70Б`74Нќ,75Б`79Нќ,80Б`84Нќ,85Б`89Нќ,90Б`94Нќ,95Б`99Нќ,100НќИ»Пг,ФNЧоБuХsПЏБv,СНФNЧо,ХљЛѕФNЧо,БiНƒМfБj15НќЦҐЦЮ,БiНƒМfБj15Б`64Нќ,БiНƒМfБj65НќИ»Пг,БiНƒМfБj75НќИ»Пг,БiНƒМfБj85НќИ»Пг,БiНƒМfБjКOНСРl 2)
533,"44201","214002","3","","","","СеХ™МІ","СеХ™Оs","УМЦмСд","ВQТЪЦЏ",490,13,13,7,10,15,13,23,26,26,16,25,40,68,72,45,41,20,11,5,1,-,-,26745,55.0816326531,33,262,195,78,17,2,245,9,7,5,8,8,7,9,12,14,10,11,18,26,40,26,19,8,8,-,-,-,-,12960,53.3979591837,21,123,101,35,8,1,245,4,6,2,2,7,6,14,14,12,6,14,22,42,32,19,22,12,3,5,1,-,-,13785,56.7653061224,12,139,94,43,9,1
534,"44201","2151","2","","","","СеХ™МІ","СеХ™Оs","ОuСЇ","",333,13,12,17,17,15,21,23,16,26,21,20,14,17,30,21,22,12,7,2,1,-,6,14896,46.0535168196,42,190,95,44,10,-,167,7,8,6,9,11,9,12,10,15,9,11,6,9,10,11,12,6,2,-,-,-,4,7110,44.1196319018,21,101,41,20,2,-,166,6,4,11,8,4,12,11,6,11,12,9,8,8,20,10,10,6,5,2,1,-,2,7786,47.9756097561,21,89,54,24,8,-
535,"44201","215101","3","","","","СеХ™МІ","СеХ™Оs","ОuСЇ","ВPТЪЦЏ",173,7,4,4,9,7,11,10,7,14,11,13,3,9,21,12,13,5,5,1,1,-,6,8087,48.9251497006,15,94,58,25,7,-,91,4,4,3,3,4,5,7,4,9,6,8,1,4,7,6,7,4,1,-,-,-,4,3948,45.8793103448,11,51,25,12,1,-,82,3,-,1,6,3,6,3,3,5,5,5,2,5,14,6,6,1,4,1,1,-,2,4139,52.2375000000,4,43,33,13,6,-
536,"44201","215102","3","","","","СеХ™МІ","СеХ™Оs","ОuСЇ","ВQТЪЦЏ",160,6,8,13,8,8,10,13,9,12,10,7,11,8,9,9,9,7,2,1,-,-,-,6809,43.0562500000,27,96,37,19,3,-,76,3,4,3,6,7,4,5,6,6,3,3,5,5,3,5,5,2,1,-,-,-,-,3162,42.1052631579,10,50,16,8,1,-,84,3,4,10,2,1,6,8,3,6,7,4,6,3,6,4,4,5,1,1,-,-,-,3647,43.9166666667,17,46,21,11,2,-
537,"44201","2152","2","","","","СеХ™МІ","СеХ™Оs","Р{Йк","",1518,151,107,82,67,71,157,149,147,141,99,62,65,50,59,32,22,25,14,8,1,-,9,51800,34.8273691186,340,1008,161,70,23,20,808,83,56,40,34,48,91,75,73,82,54,38,36,19,24,19,8,14,6,2,-,-,6,26863,33.9950124688,179,550,73,30,8,18,710,68,51,42,33,23,66,74,74,59,45,24,29,31,35,13,14,11,8,6,1,-,3,24937,35.7715700141,161,458,88,40,15,2
538,"44201","215201","3","","","","СеХ™МІ","СеХ™Оs","Р{Йк","ВPТЪЦЏ",406,32,25,10,17,12,33,35,31,31,25,22,27,25,24,20,12,15,6,1,1,-,2,16690,41.8118811881,67,258,79,35,8,-,200,17,11,5,10,6,20,15,18,13,11,14,14,11,9,9,4,9,3,-,-,-,1,7987,40.6356783920,33,132,34,16,3,-,206,15,14,5,7,6,13,20,13,18,14,8,13,14,15,11,8,6,3,1,1,-,1,8703,42.9536585366,34,126,45,19,5,-
539,"44201","215202","3","","","","СеХ™МІ","СеХ™Оs","Р{Йк","ВQТЪЦЏ",1112,119,82,72,50,59,124,114,116,110,74,40,38,25,35,12,10,10,8,7,-,-,7,35110,32.2737556561,273,750,82,35,15,20,608,66,45,35,24,42,71,60,55,69,43,24,22,8,15,10,4,5,3,2,-,-,5,18876,31.8034825871,146,418,39,14,5,18,504,53,37,37,26,17,53,54,61,41,31,16,16,17,20,2,6,5,5,5,-,-,2,16234,32.8386454183,127,332,43,21,10,2
540,"44201","2153","2","","","","СеХ™МІ","СеХ™Оs","Й‘Н]Рм","",1114,89,79,72,69,69,82,92,111,92,68,33,37,37,35,19,21,31,31,11,1,-,35,38375,36.0653382762,240,690,149,95,43,4,562,41,40,37,39,43,49,52,55,47,30,20,16,22,17,13,9,7,7,-,-,-,18,18092,33.7573529412,118,373,53,23,7,2,552,48,39,35,30,26,33,40,56,45,38,13,21,15,18,6,12,24,24,11,1,-,17,20283,38.4121495327,122,317,96,72,36,2
541,"44201","2154","2","","","","СеХ™МІ","СеХ™Оs","Р¬Ни","",157,11,3,1,1,19,28,19,12,14,9,6,6,4,5,4,2,2,1,-,-,-,10,5238,36.1326530612,15,118,14,5,1,-,92,6,1,1,-,10,15,12,9,9,6,1,4,2,2,4,1,1,1,-,-,-,7,3099,36.9588235294,8,68,9,3,1,-,65,5,2,-,1,9,13,7,3,5,3,5,2,2,3,-,1,1,-,-,-,-,3,2139,35.0000000000,7,50,5,2,-,-
542,"44201","215401","3","","","","СеХ™МІ","СеХ™Оs","Р¬Ни","ВPТЪЦЏ",60,2,-,1,1,8,13,7,4,5,3,1,2,2,2,2,-,1,1,-,-,-,5,2009,37.0272727273,3,46,6,2,1,-,42,1,-,1,-,5,8,5,4,3,3,-,1,2,1,2,-,-,1,-,-,-,5,1389,38.0405405405,2,31,4,1,1,-,18,1,-,-,1,3,5,2,-,2,-,1,1,-,1,-,-,1,-,-,-,-,-,620,34.9444444444,1,15,2,1,-,-
543,"44201","215402","3","","","","СеХ™МІ","СеХ™Оs","Р¬Ни","ВQТЪЦЏ",97,9,3,-,-,11,15,12,8,9,6,5,4,2,3,2,2,1,-,-,-,-,5,3229,35.5978260870,12,72,8,3,-,-,50,5,1,-,-,5,7,7,5,6,3,1,3,-,1,2,1,1,-,-,-,-,2,1710,36.1250000000,6,37,5,2,-,-,47,4,2,-,-,6,8,5,3,3,3,4,1,2,2,-,1,-,-,-,-,-,3,1519,35.0227272727,6,35,3,1,-,-
544,"44201","2155","2","","","","СеХ™МІ","СеХ™Оs","СеОЪОuСЇ","",532,23,21,18,20,22,42,33,30,58,35,19,28,26,47,27,30,16,14,8,1,-,14,23554,45.9710424710,62,313,143,69,23,-,272,13,10,11,15,11,22,18,15,30,23,9,14,10,24,12,14,6,3,2,-,-,10,11157,43.0839694656,34,167,61,25,5,-,260,10,11,7,5,11,20,15,15,28,12,10,14,16,23,15,16,10,11,6,1,-,4,12397,48.9257812500,28,146,82,44,18,-
545,"44201","2161","2","","","","СеХ™МІ","СеХ™Оs","ПѓЛЂ","",314,12,16,20,14,17,17,19,25,21,24,16,12,18,31,15,14,9,4,1,-,-,9,13037,43.2442622951,48,183,74,28,5,-,158,8,7,9,8,10,10,8,14,12,12,10,4,7,16,8,5,4,-,-,-,-,6,6168,41.0789473684,24,95,33,9,-,-,156,4,9,11,6,7,7,11,11,9,12,6,8,11,15,7,9,5,4,1,-,-,3,6869,45.3954248366,24,88,41,19,5,-
546,"44201","2162","2","","","","СеХ™МІ","СеХ™Оs","КpОqУм","",236,8,5,14,12,22,18,16,19,31,27,9,13,9,4,8,8,5,-,-,-,-,8,8805,39.1184210526,27,176,25,13,-,2,130,2,3,5,7,10,10,9,10,20,16,6,9,6,1,5,2,5,-,-,-,-,4,5141,41.3015873016,10,103,13,7,-,2,106,6,2,9,5,12,8,7,9,11,11,3,4,3,3,3,6,-,-,-,-,-,4,3664,36.4215686275,17,73,12,6,-,-
547,"44201","216201","3","","","","СеХ™МІ","СеХ™Оs","КpОqУм","ВPТЪЦЏ",12,-,-,1,2,-,-,-,-,-,2,1,-,2,-,2,1,1,-,-,-,-,-,620,52.1666666667,1,7,4,2,-,-,6,-,-,-,1,-,-,-,-,-,1,1,-,1,-,1,-,1,-,-,-,-,-,334,56.1666666667,-,4,2,1,-,-,6,-,-,1,1,-,-,-,-,-,1,-,-,1,-,1,1,-,-,-,-,-,-,286,48.1666666667,1,3,2,1,-,-
548,"44201","216202","3","","","","СеХ™МІ","СеХ™Оs","КpОqУм","ВQТЪЦЏ",224,8,5,13,10,22,18,16,19,31,25,8,13,7,4,6,7,4,-,-,-,-,8,8185,38.3935185185,26,169,21,11,-,2,124,2,3,5,6,10,10,9,10,20,15,5,9,5,1,4,2,4,-,-,-,-,4,4807,40.5583333333,10,99,11,6,-,2,100,6,2,8,4,12,8,7,9,11,10,3,4,2,3,2,5,-,-,-,-,-,4,3378,35.6875000000,16,70,10,5,-,-
549,"44201","2163","2","","","","СеХ™МІ","СеХ™Оs","КpОqМі","",832,54,65,52,42,40,52,62,67,50,66,55,28,39,47,29,25,27,16,4,-,-,12,31894,39.3951219512,171,501,148,72,20,4,412,20,30,30,17,32,26,27,35,28,33,28,16,17,21,13,13,11,6,2,-,-,7,15563,38.9271604938,80,259,66,32,8,4,420,34,35,22,25,8,26,35,32,22,33,27,12,22,26,16,12,16,10,2,-,-,5,16331,39.8518072289,91,242,82,40,12,-
550,"44201","216301","3","","","","СеХ™МІ","СеХ™Оs","КpОqМі","ВPТЪЦЏ",624,40,54,42,35,18,34,46,51,41,49,40,23,29,35,23,21,24,14,2,-,-,3,24450,39.8719806763,136,366,119,61,16,-,306,14,25,27,13,15,17,20,28,25,26,20,12,12,15,11,10,9,5,1,-,-,1,11771,39.0934426230,66,188,51,25,6,-,318,26,29,15,22,3,17,26,23,16,23,20,11,17,20,12,11,15,9,1,-,-,2,12679,40.6234177215,70,178,68,36,10,-
551,"44201","216302","3","","","","СеХ™МІ","СеХ™Оs","КpОqМі","ВQТЪЦЏ",208,14,11,10,7,22,18,16,16,9,17,15,5,10,12,6,4,3,2,2,-,-,9,7444,37.9070351759,35,135,29,11,4,4,106,6,5,3,4,17,9,7,7,3,7,8,4,5,6,2,3,2,1,1,-,-,6,3792,38.4200000000,14,71,15,7,2,4,102,8,6,7,3,5,9,9,9,6,10,7,1,5,6,4,1,1,1,1,-,-,3,3652,37.3888888889,21,64,14,4,2,-
552,"44201","2164","2","","","","СеХ™МІ","СеХ™Оs","СеОЪКpОqМі","",997,55,70,77,73,49,34,42,86,117,56,62,39,35,59,36,28,28,16,13,1,1,20,38160,39.5583418628,202,593,182,87,31,6,486,31,38,38,36,24,14,23,39,55,29,31,20,16,31,19,7,14,5,4,1,-,11,17893,38.1694736842,107,287,81,31,10,3,511,24,32,39,37,25,20,19,47,62,27,31,19,19,28,17,21,14,11,9,-,1,9,20267,40.8725099602,95,306,101,56,21,3
553,"44201","2171","2","","","","СеХ™МІ","СеХ™Оs","СеНЁЦk","",3220,228,221,174,162,167,248,293,316,307,195,125,134,144,153,94,59,47,29,13,3,-,108,112780,36.7403598972,623,2091,398,151,45,22,1660,109,107,103,89,88,123,144,165,157,106,62,62,80,77,53,28,19,16,4,-,-,68,57376,36.5402010050,319,1076,197,67,20,11,1560,119,114,71,73,79,125,149,151,150,89,63,72,64,76,41,31,28,13,9,3,-,40,55404,36.9500000000,304,1015,201,84,25,11
554,"44201","217101","3","","","","СеХ™МІ","СеХ™Оs","СеНЁЦk","ВPТЪЦЏ",1051,65,76,59,49,49,90,90,91,113,58,41,58,50,48,33,25,19,13,4,1,-,19,38635,37.9370155039,200,689,143,62,18,6,543,32,31,35,26,31,45,43,47,60,31,22,27,26,24,17,12,9,8,1,-,-,16,19719,37.9174573055,98,358,71,30,9,5,508,33,45,24,23,18,45,47,44,53,27,19,31,24,24,16,13,10,5,3,1,-,3,18916,37.9574257426,102,331,72,32,9,1
555,"44201","217102","3","","","","СеХ™МІ","СеХ™Оs","СеНЁЦk","ВQТЪЦЏ",360,17,27,16,22,17,24,34,37,36,22,22,14,16,15,12,6,8,3,1,-,-,11,13071,37.9527220630,60,244,45,18,4,7,185,5,14,8,13,9,11,15,22,20,12,12,6,10,8,6,3,2,1,1,-,-,7,6729,38.3033707865,27,130,21,7,2,3,175,12,13,8,9,8,13,19,15,16,10,10,8,6,7,6,3,6,2,-,-,-,4,6342,37.5877192982,33,114,24,11,2,4
556,"44201","217103","3","","","","СеХ™МІ","СеХ™Оs","СеНЁЦk","ВRТЪЦЏ",1324,107,100,79,64,68,82,130,140,114,89,42,44,57,66,35,23,16,9,7,2,-,50,44831,35.6891679749,286,830,158,57,18,8,673,49,56,44,35,34,40,64,69,54,48,19,18,35,32,23,11,7,6,2,-,-,27,22661,35.5789473684,149,416,81,26,8,3,651,58,44,35,29,34,42,66,71,60,41,23,26,22,34,12,12,9,3,5,2,-,23,22170,35.8025477707,137,414,77,31,10,5
557,"44201","217104","3","","","","СеХ™МІ","СеХ™Оs","СеНЁЦk","ВSТЪЦЏ",485,39,18,20,27,33,52,39,48,44,26,20,18,21,24,14,5,4,4,1,-,-,28,16243,36.0426695842,77,328,52,14,5,1,259,23,6,16,15,14,27,22,27,23,15,9,11,9,13,7,2,1,1,-,-,-,18,8267,34.8029045643,45,172,24,4,1,-,226,16,12,4,12,19,25,17,21,21,11,11,7,12,11,7,3,3,3,1,-,-,10,7976,37.4259259259,32,156,28,10,4,1
558,"44201","2172","2","","","","СеХ™МІ","СеХ™Оs","СеОЪЦk","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
559,"44201","2181","2","","","","СеХ™МІ","СеХ™Оs","Й°Уc","",2708,176,174,157,165,156,230,211,230,249,174,172,118,112,96,87,66,40,22,6,5,1,61,96464,36.9427653948,507,1817,323,140,34,14,1374,96,99,80,82,79,108,113,120,125,85,85,67,57,50,36,28,14,8,1,1,-,40,47141,35.8380809595,275,921,138,52,10,7,1334,80,75,77,83,77,122,98,110,124,89,87,51,55,46,51,38,26,14,5,4,1,21,49323,38.0651180503,232,896,185,88,24,7
560,"44201","218101","3","","","","СеХ™МІ","СеХ™Оs","Й°Уc","ВPТЪЦЏ",1208,67,76,65,98,82,98,74,78,106,80,78,48,59,56,51,41,20,11,4,3,1,12,45407,38.4657190635,208,801,187,80,19,2,593,40,38,38,50,39,49,38,42,46,38,38,22,27,29,19,18,8,3,1,1,-,9,21053,36.5496575342,116,389,79,31,5,1,615,27,38,27,48,43,49,36,36,60,42,40,26,32,27,32,23,12,8,3,2,1,3,24354,40.2941176471,92,412,108,49,14,1
561,"44201","218102","3","НЗОZТnИжВ†Ви","","2182","СеХ™МІ","СеХ™Оs","Й°Уc","ВQТЪЦЏ",1500,109,98,92,67,74,132,137,152,143,94,94,70,53,40,36,25,20,11,2,2,-,49,51057,35.6874569263,299,1016,136,60,15,12,781,56,61,42,32,40,59,75,78,79,47,47,45,30,21,17,10,6,5,-,-,-,31,26088,35.2840000000,159,532,59,21,5,6,719,53,37,50,35,34,73,62,74,64,47,47,25,23,19,19,15,14,6,2,2,-,18,24969,36.1191155492,140,484,77,39,10,6
562,"44201","2182","2","ФйУљТnИж","218102","","СеХ™МІ","СеХ™Оs","СеОЪЙ°Уc","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
563,"44201","2191","2","","","","СеХ™МІ","СеХ™Оs","СеНЁТЖЙЫ","",1244,31,54,57,144,221,72,76,77,77,61,44,45,27,55,34,33,27,32,17,10,2,48,44641,37.8252508361,142,844,210,121,61,13,645,19,23,35,76,143,42,39,37,34,28,26,23,16,26,20,14,8,6,4,1,-,25,21112,34.5516129032,77,464,79,33,11,12,599,12,31,22,68,78,30,37,40,43,33,18,22,11,29,14,19,19,26,13,9,2,23,23529,41.3489583333,65,380,131,88,50,1
564,"44201","219101","3","","","","СеХ™МІ","СеХ™Оs","СеНЁТЖЙЫ","ВPТЪЦЏ",870,25,47,44,128,177,46,54,57,55,41,23,26,10,27,17,16,15,13,5,4,1,39,27134,33.1522262335,116,617,98,54,23,2,457,15,20,27,68,112,23,30,28,20,21,15,14,5,15,9,6,4,2,2,-,-,21,13251,30.8922018349,62,336,38,14,4,2,413,10,27,17,60,65,23,24,29,35,20,8,12,5,12,8,10,11,11,3,4,1,18,13883,35.6468354430,54,281,60,40,19,-
565,"44201","219102","3","","","","СеХ™МІ","СеХ™Оs","СеНЁТЖЙЫ","ВQТЪЦЏ",374,6,7,13,16,44,26,22,20,22,20,21,19,17,28,17,17,12,19,12,6,1,9,17507,48.4643835616,26,227,112,67,38,11,188,4,3,8,8,31,19,9,9,14,7,11,9,11,11,11,8,4,4,2,1,-,4,7861,43.2228260870,15,128,41,19,7,10,186,2,4,5,8,13,7,13,11,8,13,10,10,6,17,6,9,8,15,10,5,1,5,9646,53.7928176796,11,99,71,48,31,1
566,"44201","2192","2","","","","СеХ™МІ","СеХ™Оs","Р≠ПК","",1637,67,59,60,63,100,122,142,142,142,117,110,101,101,89,72,48,28,15,5,2,2,50,66167,42.1931316950,186,1140,261,100,24,16,928,24,31,30,29,62,74,78,91,87,74,56,62,64,45,40,24,15,4,3,-,1,34,37631,42.5928411633,85,677,132,47,8,9,709,43,28,30,34,38,48,64,51,55,43,54,39,37,44,32,24,13,11,2,2,1,16,28536,41.6774891775,101,463,129,53,16,7
567,"44201","219201","3","","","","СеХ™МІ","СеХ™Оs","Р≠ПК","ВPТЪЦЏ",798,22,25,24,29,60,59,69,73,71,72,64,55,37,38,31,20,17,5,4,-,-,23,32448,42.3683870968,71,589,115,46,9,11,465,9,18,10,13,34,29,40,45,49,47,34,38,25,17,20,8,10,-,3,-,-,16,18984,42.7806236080,37,354,58,21,3,5,333,13,7,14,16,26,30,29,28,22,25,30,17,12,21,11,12,7,5,1,-,-,7,13464,41.8006134969,34,235,57,25,6,6
568,"44201","219202","3","","","","СеХ™МІ","СеХ™Оs","Р≠ПК","ВQТЪЦЏ",839,45,34,36,34,40,63,73,69,71,45,46,46,64,51,41,28,11,10,1,2,2,27,33719,42.0258620690,115,551,146,54,15,5,463,15,13,20,16,28,45,38,46,38,27,22,24,39,28,20,16,5,4,-,-,1,18,18647,42.4033707865,48,323,74,26,5,4,376,30,21,16,18,12,18,35,23,33,18,24,22,25,23,21,12,6,6,1,2,1,9,15072,41.5681198910,67,228,72,28,10,1
569,"44201","2193","2","","","","СеХ™МІ","СеХ™Оs","СеОЪР≠ПК","",2921,97,118,98,221,393,214,199,185,194,156,145,147,178,152,102,86,55,38,21,6,1,115,110689,39.9472558803,313,2032,461,207,66,87,1743,57,63,52,138,292,134,115,111,117,93,81,81,104,81,47,41,24,10,4,1,-,97,61174,37.6652490887,172,1266,208,80,15,62,1178,40,55,46,83,101,80,84,74,77,63,64,66,74,71,55,45,31,28,17,5,1,18,49515,43.1853448276,141,766,253,127,51,25
570,"44201","2201","2","","","","СеХ™МІ","СеХ™Оs","СеНЁХl","",1239,105,80,72,45,66,88,96,103,113,72,60,58,62,56,53,35,32,15,6,3,-,19,46574,38.6754098361,257,763,200,91,24,3,628,60,39,42,22,31,50,44,53,58,39,28,30,29,29,23,19,12,6,1,1,-,12,22696,37.3441558442,141,384,91,39,8,2,611,45,41,30,23,35,38,52,50,55,33,32,28,33,27,30,16,20,9,5,2,-,7,23878,40.0331125828,116,379,109,52,16,1
571,"44201","220101","3","","","","СеХ™МІ","СеХ™Оs","СеНЁХl","ВPТЪЦЏ",529,45,32,31,22,33,55,43,32,61,28,26,16,24,18,15,15,11,7,2,1,-,12,18699,36.6682785300,108,340,69,36,10,1,273,24,18,18,9,17,30,22,16,33,17,11,10,12,8,6,6,5,3,-,-,-,8,9191,35.1830188679,60,177,28,14,3,1,256,21,14,13,13,16,25,21,16,28,11,15,6,12,10,9,9,6,4,2,1,-,4,9508,38.2301587302,48,163,41,22,7,-
572,"44201","220102","3","","","","СеХ™МІ","СеХ™Оs","СеНЁХl","ВQТЪЦЏ",710,60,48,41,23,33,33,53,71,52,44,34,42,38,38,38,20,21,8,4,2,-,7,27875,40.1514935989,149,423,131,55,14,2,355,36,21,24,13,14,20,22,37,25,22,17,20,17,21,17,13,7,3,1,1,-,4,13505,38.9757834758,81,207,63,25,5,1,355,24,27,17,10,19,13,31,34,27,22,17,22,21,17,21,7,14,5,3,1,-,3,14370,41.3238636364,68,216,68,30,9,1
573,"44201","2202","2","","","","СеХ™МІ","СеХ™Оs","ОђМ©","",2019,175,120,78,98,106,162,168,196,154,141,112,99,83,96,85,42,44,35,12,3,-,10,76643,38.6498257840,373,1319,317,136,50,47,986,83,60,37,50,53,80,79,102,83,70,61,48,40,44,44,15,17,12,2,-,-,6,36598,37.8448979592,180,666,134,46,14,33,1033,92,60,41,48,53,82,89,94,71,71,51,51,43,52,41,27,27,23,10,3,-,4,40045,39.4164237123,193,653,183,90,36,14
574,"44201","220201","3","","","","СеХ™МІ","СеХ™Оs","ОђМ©","ВPТЪЦЏ",651,48,38,25,23,34,65,58,65,42,52,33,37,27,25,29,13,16,14,6,-,-,1,25343,39.4892307692,111,436,103,49,20,1,310,21,20,11,8,14,29,26,35,24,23,20,18,13,11,16,4,7,8,1,-,-,1,12201,39.9854368932,52,210,47,20,9,-,341,27,18,14,15,20,36,32,30,18,29,13,19,14,14,13,9,9,6,5,-,-,-,13142,39.0395894428,59,226,56,29,11,1
575,"44201","220202","3","НЗОZТnИжВ†Ви","","2203","СеХ™МІ","СеХ™Оs","ОђМ©","ВQТЪЦЏ",1368,127,82,53,75,72,97,110,131,112,89,79,62,56,71,56,29,28,21,6,3,-,9,51300,38.2483443709,262,883,214,87,30,46,676,62,40,26,42,39,51,53,67,59,47,41,30,27,33,28,11,10,4,1,-,-,5,24397,36.8591654247,128,456,87,26,5,33,692,65,42,27,33,33,46,57,64,53,42,38,32,29,38,28,18,18,17,5,3,-,4,26903,39.6031976744,134,427,127,61,25,13
576,"44201","2203","2","ФйУљТnИж","220202","","СеХ™МІ","СеХ™Оs","СеОЪХl","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
577,"44201","2211","2","","","","СеХ™МІ","СеХ™Оs","Т|ЙЇ","",911,84,65,56,52,53,61,67,81,85,66,48,46,30,30,25,28,19,8,2,-,-,5,32165,36.0022075055,205,589,112,57,10,2,455,50,22,24,29,26,36,28,41,42,42,20,20,17,16,12,15,7,2,1,-,-,5,15895,35.8222222222,96,301,53,25,3,1,456,34,43,32,23,27,25,39,40,43,24,28,26,13,14,13,13,12,6,1,-,-,-,16270,36.1798245614,109,288,59,32,7,1
578,"44201","221101","3","","","","СеХ™МІ","СеХ™Оs","Т|ЙЇ","ВPТЪЦЏ",501,45,42,24,23,17,33,48,36,49,36,24,24,20,21,16,18,15,8,1,-,-,1,18794,38.0880000000,111,310,79,42,9,2,238,27,13,11,13,7,19,17,18,21,24,10,11,11,11,7,9,5,2,1,-,-,1,8843,37.8122362869,51,151,35,17,3,1,263,18,29,13,10,10,14,31,18,28,12,14,13,9,10,9,9,10,6,-,-,-,-,9951,38.3365019011,60,159,44,25,6,1
579,"44201","221102","3","","","","СеХ™МІ","СеХ™Оs","Т|ЙЇ","ВQТЪЦЏ",410,39,23,32,29,36,28,19,45,36,30,24,22,10,9,9,10,4,-,1,-,-,4,13371,33.4334975369,94,279,33,15,1,-,217,23,9,13,16,19,17,11,23,21,18,10,9,6,5,5,6,2,-,-,-,-,4,7052,33.6079812207,45,150,18,8,-,-,193,16,14,19,13,17,11,8,22,15,12,14,13,4,4,4,4,2,-,1,-,-,-,6319,33.2409326425,49,129,15,7,1,-
